ticket_number,issued_date,location,description,status,dayofweek,hourofday,lat,lon,count,amount
395933D,2023/01/03 11:05:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,11,43.041795,-76.120445,1,60
395927D,2023/01/03 10:21:00+00,900 FAYETTE ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,10,43.0484055,-76.1374615,1,60
395926D,2023/01/03 10:19:00+00,900 FAYETTE ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,10,43.0484055,-76.1374615,1,25
395935D,2023/01/03 11:09:00+00,100 DELL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Tuesday,11,43.041795,-76.120445,1,60
23500030,2023/01/03 13:28:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Tuesday,13,43.0424791,-76.1383985,1,25
23500031,2023/01/03 13:29:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,13,43.0424791,-76.1383985,1,25
23500032,2023/01/03 13:30:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,13,43.0424791,-76.1383985,1,25
23500033,2023/01/03 13:33:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,13,43.0424791,-76.1383985,1,25
23500034,2023/01/03 13:34:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,13,43.0424791,-76.1383985,1,25
23500035,2023/01/03 13:34:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Tuesday,13,43.0424791,-76.1383985,1,25
23500036,2023/01/03 13:36:00+00,700 IRVING AVE,NO STOPPING ANY TIME CO15-316 (A)14,Issued,Tuesday,13,43.0424791,-76.1383985,1,25
23500038,2023/01/03 13:38:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,13,43.0424791,-76.1383985,1,25
23500037,2023/01/03 13:36:00+00,700 IRVING AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,Tuesday,13,43.0424791,-76.1383985,1,25
23500039,2023/01/03 13:40:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,13,43.0424791,-76.1383985,1,25
23500040,2023/01/03 13:41:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Tuesday,13,43.0424791,-76.1383985,1,25
231500043,2023/01/04 09:56:00+00,200 WASHINGTON ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,9,43.049686,-76.153724,1,25
231500042,2023/01/04 09:56:00+00,200 WASHINGTON ST W,NO PERMIT/ALL TIMES CO15-365,Paid In Full,Wednesday,9,43.049686,-76.153724,1,25
231500044,2023/01/04 09:59:00+00,200 WASHINGTON ST W,NO PERMIT/ALL TIMES CO15-365,Paid In Full,Wednesday,9,43.049686,-76.153724,1,25
231500045,2023/01/04 10:11:00+00,200 GENESEE ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Wednesday,10,43.0515633,-76.1536655,1,25
230900004,2023/01/04 10:11:00+00,400 PROSPECT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,10,43.057007,-76.150178,1,25
230900005,2023/01/04 10:12:00+00,400 PROSPECT AVE,PRKD 12 IN FROM CURB/ALL CO15-301,Paid In Full,Wednesday,10,43.057007,-76.150178,1,25
23500046,2023/01/04 10:11:00+00,200 GENESEE ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,10,43.0515633,-76.1536655,1,25
230900007,2023/01/04 10:13:00+00,400 PROSPECT AVE,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Wednesday,10,43.057007,-76.150178,1,60
230900006,2023/01/04 10:13:00+00,400 PROSPECT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,10,43.057007,-76.150178,1,25
231500046,2023/01/04 10:12:00+00,200 GENESEE ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,10,43.0515633,-76.1536655,1,25
231300003,2023/01/04 10:17:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,10,43.018403,-76.133353,1,60
375284D,2023/01/04 09:15:00+00,400 MONTGOMERY ST,LIMITED PARKING ONLY 9 AM-6 PM CO15-365,Paid In Full,Wednesday,9,43.046942,-76.149107,1,25
230900008,2023/01/04 10:21:00+00,400 LAUREL ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,10,43.057369,-76.148783,1,60
230900009,2023/01/04 10:22:00+00,400 LAUREL ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,10,43.057369,-76.148783,1,60
231300004,2023/01/04 10:21:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,10,43.018403,-76.133353,1,60
230900010,2023/01/04 10:23:00+00,400 LAUREL ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Wednesday,10,43.057369,-76.148783,1,25
231300005,2023/01/04 10:22:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,10,43.018403,-76.133353,1,60
230900011,2023/01/04 10:23:00+00,400 LAUREL ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Wednesday,10,43.057369,-76.148783,1,60
230900012,2023/01/04 10:24:00+00,400 LAUREL ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,10,43.057369,-76.148783,1,60
231300006,2023/01/04 10:24:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Wednesday,10,43.018403,-76.133353,1,60
230900014,2023/01/04 10:25:00+00,400 LAUREL ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Denied,Wednesday,10,43.057369,-76.148783,1,25
231300007,2023/01/04 10:26:00+00,100 REMINGTON AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,10,43.018403,-76.133353,1,25
230900013,2023/01/04 10:25:00+00,400 LAUREL ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Denied,Wednesday,10,43.057369,-76.148783,1,25
231300009,2023/01/04 10:26:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,10,43.018403,-76.133353,1,60
231300008,2023/01/04 10:26:00+00,100 REMINGTON AVE,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,Wednesday,10,43.018403,-76.133353,1,25
231300011,2023/01/04 10:29:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Wednesday,10,43.018403,-76.133353,1,60
231300010,2023/01/04 10:28:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Wednesday,10,43.018403,-76.133353,1,60
231500047,2023/01/04 10:28:00+00,300 FAYETTE ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,10,43.04900685,-76.15629208375377,1,25
231300012,2023/01/04 10:30:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Promise To Pay,Wednesday,10,43.018403,-76.133353,1,60
230900015,2023/01/04 10:31:00+00,200 PROSPECT AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Denied,Wednesday,10,43.054776,-76.148399,1,25
230900016,2023/01/04 10:31:00+00,200 PROSPECT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,10,43.054776,-76.148399,1,25
231500048,2023/01/04 10:31:00+00,200 WALTON ST,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Wednesday,10,43.0480834,-76.1556976,1,25
23500047,2023/01/04 10:31:00+00,200 WALTON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,10,43.0480834,-76.1556976,1,25
231300013,2023/01/04 10:31:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,10,43.018403,-76.133353,1,60
231300014,2023/01/04 10:33:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Wednesday,10,43.018403,-76.133353,1,60
230900017,2023/01/04 10:33:00+00,200 PROSPECT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,10,43.054776,-76.148399,1,25
230900018,2023/01/04 10:33:00+00,200 PROSPECT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,10,43.054776,-76.148399,1,25
230900019,2023/01/04 10:34:00+00,200 PROSPECT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,10,43.054776,-76.148399,1,25
231300015,2023/01/04 10:35:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Void Approved,Wednesday,10,43.018403,-76.133353,1,0
23500048,2023/01/04 10:35:00+00,100 WALTON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Wednesday,10,43.048044,-76.153734,1,25
231300016,2023/01/04 10:35:00+00,100 REMINGTON AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Void Approved,Wednesday,10,43.018403,-76.133353,1,0
230900021,2023/01/04 10:35:00+00,200 PROSPECT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,10,43.054776,-76.148399,1,25
230900020,2023/01/04 10:35:00+00,200 PROSPECT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,10,43.054776,-76.148399,1,25
231500049,2023/01/04 10:36:00+00,300 FRANKLIN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,10,43.048579,-76.155638,1,25
231500050,2023/01/04 10:40:00+00,200 FAYETTE ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,10,43.048774,-76.153734,1,25
23500049,2023/01/04 10:39:00+00,200 FAYETTE ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,10,43.048774,-76.153734,1,25
230900027,2023/01/04 10:45:00+00,200 PROSPECT AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Wednesday,10,43.054776,-76.148399,1,25
231500051,2023/01/04 10:41:00+00,200 FAYETTE ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,10,43.048774,-76.153734,1,25
23500050,2023/01/04 11:20:00+00,300 WARREN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Wednesday,11,43.04853295,-76.15107612442631,1,25
231500052,2023/01/04 11:21:00+00,300 WARREN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,11,43.04853295,-76.15107612442631,1,25
23500051,2023/01/04 11:28:00+00,200 JEFFERSON ST E,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,Wednesday,11,43.046945,-76.150633,1,25
23500052,2023/01/04 11:29:00+00,200 JEFFERSON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,11,43.046945,-76.150633,1,25
231500056,2023/01/04 11:34:00+00,300 MONTGOMERY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,11,43.0482461,-76.1495403,1,25
23500053,2023/01/04 11:35:00+00,300 MONTGOMERY ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Wednesday,11,43.0482461,-76.1495403,1,25
231500057,2023/01/04 11:38:00+00,300 MONTGOMERY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,11,43.0482461,-76.1495403,1,25
23500055,2023/01/04 13:41:00+00,300 WAVERLY AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Wednesday,13,43.0400816,-76.1317789,1,25
23500056,2023/01/04 13:41:00+00,300 WAVERLY AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Partial ,Wednesday,13,43.0400816,-76.1317789,1,10
